Date,SMB,HML
2020-07-06,-0.0005048410186126572,0.012951414435267844
2020-07-07,-0.002427851571785365,-0.011989396704987231
2020-07-08,0.008241357213937253,0.007357399138924624
2020-07-09,-0.0005948031168758359,0.012419469834711525
2020-07-10,0.00712415991199186,-0.013201135963418587
2020-07-13,0.008587596476244358,-0.011407325001329193
2020-07-14,0.006994516417685155,-0.018957451293360843
2020-07-15,0.003887155333831178,-0.011346463553848652
2020-07-16,0.0001635211954594748,-0.0062317136063379745
2020-07-17,-0.0036852027174221046,0.006869245972446796
2020-07-20,-1.1701843263210374e-05,-0.001847538942823905
2020-07-21,-0.00377878772534341,0.013781974989072743
2020-07-22,-0.011062510040123371,0.01354936144722127
2020-07-23,0.00571717862800693,-0.008777495030255237
2020-07-24,-0.0010893380655048338,-0.010182442078700378
2020-07-27,0.010362276581414817,-0.019711688396056807
2020-07-28,0.0015741825020748335,0.010458131691483886
2020-07-29,0.013685464244660812,0.007275412826082216
2020-07-30,0.009543323153916405,-0.02423080944865546
2020-07-31,0.0005551770865154558,0.006855847294862788
2020-08-03,0.0052164651719311585,-0.0026811362460448605
2020-08-04,-0.00577250359971425,0.0005890127361838846
2020-08-05,0.0030764178534977583,0.010057153502807179
2020-08-06,0.002120157398452909,-0.0046050192408059005
2020-08-07,0.010886244868038013,0.003340295704264153
2020-08-10,0.003200122142492018,-0.00605322882640452
2020-08-11,-0.0036338816914195655,0.010849967148840532
2020-08-12,-0.004826012494496086,0.001414395497240953
2020-08-13,0.0028991798183079635,0.001322830654497752
2020-08-14,0.004596678202907975,-0.001236667955801787
2020-08-17,0.005419987403826525,0.008147671562733477
2020-08-18,-0.002698313687899301,0.008257323865707517
2020-08-19,-0.006609225639771692,-0.0010579722392848627
2020-08-20,0.0036936678753179165,0.008234859741199247
2020-08-21,0.002504507706319688,0.0018895853885146537
2020-08-24,-0.010232980554231236,0.004895789526830823
2020-08-25,-0.008454955590807936,0.007905616917464955
2020-08-26,0.006551974245586558,0.022234395246583175
2020-08-27,0.0071366886817326725,0.009260074755268868
2020-08-28,-0.009830610594135236,0.017376512433273848
2020-08-31,0.0012803950418515814,-0.005242764785801379
2020-09-01,0.0075814243170438805,-0.006445635282690805
2020-09-02,-0.00011710613080157927,0.001245502434935375
2020-09-03,0.010319954345152036,-0.007925082457789034
2020-09-04,-0.0016914016817294146,-0.007786308101578883
2020-09-07,0.0024375742577645186,-0.012412682231097202
2020-09-08,-0.0035070453873399486,-0.013831763332972181
2020-09-09,0.013430508449967606,-0.0012839577626235729
2020-09-10,-0.004171697640617087,0.004296435747313353
2020-09-11,0.0023188464994298007,-0.002946022987586447
2020-09-14,0.0012965331105453098,-0.014265688599687913
2020-09-15,0.0024953039643782968,0.009378585416793993
2020-09-16,0.004748698983447534,-0.0054987586818410795
2020-09-17,0.004577248945050967,-0.010662539650861684
2020-09-18,0.011936156940844373,-0.0009906840771320498
2020-09-21,-0.00477846956643007,-0.008094503556954218
2020-09-22,0.0010376840760993478,-0.008323419305568989
2020-09-23,-0.0012294771866517762,-0.004538734826856943
2020-09-24,0.005438784243218184,-0.020781780925043094
2020-09-25,-0.006491203777262002,-5.365442080379826e-05
2020-09-28,-0.0048185129901682534,0.020716971349682704
2020-09-29,0.0018804821662339322,-0.006585236874935234
2020-09-30,0.003559563987526672,-0.0050605666781229275
2020-10-01,-0.004102614991404321,0.012336957282899186
2020-10-05,0.006276023977161515,-0.004365531483154206
2020-10-06,-0.0029428922775864555,0.0065527237036272345
2020-10-07,-0.00209440146126836,-0.010777570682769851
2020-10-08,0.0062826990149014925,-0.009637106383449837
2020-10-09,-0.014322354706674372,0.009511571603666037
2020-10-12,0.00022913832351290943,-0.003549444216183913
2020-10-13,0.000364337457195421,0.002485690866144717
2020-10-14,0.0003127778882095124,-0.0007032380630358837
2020-10-15,0.011672140640723251,-0.003533694770066362
2020-10-16,-0.0015966252146091472,0.009256082045054879
2020-10-19,-0.010039898488929399,0.013983042743847873
2020-10-20,-0.004022570547281789,-0.008719250153367483
2020-10-21,-0.006034877958957252,0.019455359637171613
2020-10-22,-0.005629441067097656,0.004617768772319757
2020-10-23,0.0010499980604090344,0.007144073087327426
2020-10-26,-0.0019442814871078792,-0.015765622473629833
2020-10-27,0.0038020908167563944,0.0019262895357179469
2020-10-28,0.0013762952154169755,-0.005040506136347923
2020-10-29,0.004854612113567813,-0.006019313698158913
2020-10-30,0.003755301947015769,0.00740087552068878
2020-11-02,-0.013570516554457849,0.01443051671415036
2020-11-03,0.0016680642801530296,0.003298609114387458
2020-11-04,-0.0012685934196661622,-0.005899120925578066
2020-11-05,-0.0009388925268886059,0.01445342621621442
2020-11-06,-0.005880780122813728,0.014062945754505094
2020-11-09,0.001447969039321968,0.0032286906526184066
2020-11-10,-0.022293279949252263,0.03439184919012104
2020-11-11,0.00582472214117152,-0.0006700500685642465
2020-11-12,0.002912261898529633,-0.01021674658174242
2020-11-13,0.005221346461414593,-0.0018430597025004825
2020-11-14,0.0001465957229691171,-0.0014317866653094182
2020-11-17,0.0017384600062891626,0.010620093898428332
2020-11-18,-0.00559708196769608,0.02248427750468584
2020-11-19,-0.0021226849969784925,-0.014781620616210255
2020-11-20,-0.00354401441060361,-0.012175640891997744
2020-11-23,0.006240447458629277,0.008047607854923125
2020-11-24,-0.005568363779512438,0.010632105753261407
2020-11-25,-0.0025491915952400857,0.005940697610868703
2020-11-26,0.003253950815755925,0.0043969795946715556
2020-11-27,0.0095165087038952,-0.004281736217541085
2020-12-01,-0.0004892135450886362,0.003988776070209733
2020-12-02,0.001462028489998407,0.0007448277086728634
2020-12-03,0.0008113363884252687,0.008883049401173657
2020-12-04,-0.005561231861592908,0.0008610794626358297
2020-12-07,-0.004574793051703209,0.0033226196718022837
2020-12-08,-0.005699953585575415,-0.0057204549462981065
2020-12-09,-0.004753516548694924,-0.00036696068284886203
2020-12-10,-0.0011578023965337697,-0.018541801366508417
2020-12-11,-0.008160825793417675,0.011226047974505066
2020-12-14,-0.007065017516672509,0.005928678130945995
2020-12-15,5.300952220829106e-05,0.004601172941387506
2020-12-16,0.004283389202412046,-0.0007557404151857447
2020-12-17,-0.002007836614031043,-0.00550139615440297
2020-12-18,0.002253338748882607,-0.009606542797387423
2020-12-21,0.0033590939620394555,-0.024723078055067054
2020-12-22,0.003173510346197476,-0.011038058780431171
2020-12-23,0.003610160733530727,-0.0003730678311537599
2020-12-24,-0.007766427361451743,0.009178194838005716
2020-12-28,0.0022849591609045514,0.006907722136306242
2020-12-29,-0.003645125372389738,0.0008105244876766269
2020-12-30,0.0034004068788067157,0.0023862330030242265
2020-12-31,0.0020107386651711094,-0.005728588043216567
2021-01-01,-0.004422703975740119,-0.004669594681162551
2021-01-04,0.006873126395799293,0.004381079128411514
2021-01-05,0.00437430087403827,-0.008170912085437656
2021-01-06,0.00590519182594668,0.008466979718100016
2021-01-07,0.0018888505679351807,0.021519431042019727
2021-01-08,0.0027255537663625935,-0.0032099041403663778
2021-01-11,0.0042815175268099874,-0.011733629094546245
2021-01-12,-0.004078722537718652,0.02216918519343996
2021-01-13,-0.006904651783551208,0.010264106590380974
2021-01-14,-0.000253400683805239,-9.182360455094272e-05
2021-01-15,0.0033835767954912485,0.004858698255162408
2021-01-18,-0.004189192378606283,-0.014337625951240064
2021-01-19,-0.0037920276465811358,0.010276432984186776
2021-01-20,0.0011883268062725418,0.003940696242389689
2021-01-21,0.003058094487320929,-0.0025400730742678145
2021-01-22,0.003411120471743365,-0.01576108283160655
2021-01-25,0.008614904645488688,-0.0002130859619548335
2021-01-27,0.0028476654620309978,-0.01762882160293833
2021-01-28,-0.001955505728831573,0.008258109789642726
2021-01-29,-0.0014857330081224935,0.00838792827601427
2021-02-01,-0.023655876902771402,0.026608248216951902
2021-02-02,-0.003621892958013021,0.033536945311658455
2021-02-03,0.008689471433075604,0.009450722825705695
2021-02-04,-0.016050785375419933,0.01108103055835797
2021-02-05,-0.004698147356413572,0.007593008364198674
2021-02-08,-0.0019026449922920873,0.01367362824193251
2021-02-09,0.002958702627658242,-0.00792008864985055
2021-02-10,-0.00021056722662037616,-0.005480616704235599
2021-02-11,0.002115212120035444,0.006497361958988087
2021-02-12,-0.005960193498665153,0.0033772443097781542
2021-02-15,-0.009094392360115774,0.007430138366608763
2021-02-16,0.0034797785695226996,0.019806386264000567
2021-02-17,-0.0014724902820365815,0.004593404654232376
2021-02-18,0.0002781471068136973,0.010610267494980768
2021-02-19,-0.0011797518440978955,-0.0012246723359021008
2021-02-22,0.005313980256050286,0.007557107120627245
2021-02-23,0.009195867782229502,0.012282592969156687
2021-02-24,-0.009459193651856046,0.006018581998125237
2021-02-25,0.0032594591487626803,0.026877226658456505
2021-02-26,0.004746176002083442,-0.020971206077341438
2021-03-01,0.0024222747129603595,0.008944253210020237
2021-03-02,0.0010818304587043755,-0.011480511860450932
2021-03-03,-0.003150844655685575,0.013404089210366022
2021-03-04,0.0024173107658021784,-0.011346547450514536
2021-03-05,-0.010868655803350651,-0.004560928518312222
2021-03-08,0.00011041172653004135,0.007713678282018015
2021-03-09,-0.003519891960768156,-0.00914069377962668
2021-03-10,0.005885204101267882,0.0007731037968580568
2021-03-12,-0.0015037874910560252,-0.0014841692829458877
2021-03-15,0.006379271984646471,0.003259544141146367
2021-03-16,0.0015444070371283692,-0.014687156489681644
2021-03-17,-0.002112687023412444,-0.012759315449483022
2021-03-18,0.001535991091935895,0.006738891768386937
2021-03-19,0.0013979179671085688,0.00722375792321161
2021-03-22,-0.0034090275487589357,-0.015077753328948963
2021-03-23,-0.0036819950894773517,-0.0014984245393661398
2021-03-24,0.005031713667550078,-0.016169124297938237
2021-03-25,0.004014952257491919,0.006105305018528372
2021-03-26,0.002853695224291849,-0.004187006357900765
2021-03-30,0.007021073117292793,-0.00582042906056042
2021-03-31,0.0037091771763360765,-0.005343086261379957
2021-04-01,0.00016779174253208316,0.020913693126167476
2021-04-05,0.005328205947534859,-0.02219163180282585
2021-04-06,0.003570038225893514,-0.014414883379707548
2021-04-07,0.007407782242091015,-0.0031256037026426977
2021-04-08,0.008531810728078657,-0.0026686103756952085
2021-04-09,0.0014009386398819393,-0.011740502440274178
2021-04-12,0.014467748653036655,-0.031052150189139035
2021-04-13,-0.01095457757682565,0.03134349413940131
2021-04-15,-0.007058991676581388,0.0025810190006696496
2021-04-16,0.00968726953589847,-0.0014528595017599321
2021-04-19,0.009565029552971841,-0.015284091687393026
2021-04-20,0.0031896452444090664,-0.001580972155394795
2021-04-22,-0.00447275849786263,0.010871834154386932
2021-04-23,5.3714673402093915e-05,0.009351857165475694
2021-04-26,-0.0016238210435819047,0.007126334696656701
